Item1,Item2,Time,Book
Good God,Ned,983,barnaby-rudge
Ned,Good God,983,barnaby-rudge
Ned,Take,983,barnaby-rudge
Take,Ned,983,barnaby-rudge
Take,Ned,983,barnaby-rudge
Take,Good God,983,barnaby-rudge
Take,Ned,983,barnaby-rudge
Take,Ned,983,barnaby-rudge
Ned,Good God,983,barnaby-rudge
Ned,Take,983,barnaby-rudge
Town,Kensington,989,barnaby-rudge
Kensington,Town,989,barnaby-rudge
Barnaby,Grip,1066,barnaby-rudge
Grip,Barnaby,1066,barnaby-rudge
Barnaby,Grip,1068,barnaby-rudge
Barnaby,Jump,1068,barnaby-rudge
Grip,Barnaby,1068,barnaby-rudge
Grip,Jump,1068,barnaby-rudge
Jump,Barnaby,1068,barnaby-rudge
Jump,Grip,1068,barnaby-rudge
Barnaby,Grip,1069,barnaby-rudge
Grip,Barnaby,1069,barnaby-rudge
Barnaby,Grip,1072,barnaby-rudge
Grip,Barnaby,1072,barnaby-rudge
Hugh,Barnaby,1083,barnaby-rudge
Hugh,Maypole Hugh,1083,barnaby-rudge
Hugh,Grip,1083,barnaby-rudge
Barnaby,Hugh,1083,barnaby-rudge
Barnaby,Maypole Hugh,1083,barnaby-rudge
Barnaby,Grip,1083,barnaby-rudge
Maypole Hugh,Hugh,1083,barnaby-rudge
Maypole Hugh,Barnaby,1083,barnaby-rudge
Maypole Hugh,Grip,1083,barnaby-rudge
Grip,Hugh,1083,barnaby-rudge
Grip,Barnaby,1083,barnaby-rudge
Grip,Maypole Hugh,1083,barnaby-rudge
Barnaby,Grip,1100,barnaby-rudge
Grip,Barnaby,1100,barnaby-rudge
Barnaby,Grip,1102,barnaby-rudge
Barnaby,Grip,1102,barnaby-rudge
Grip,Barnaby,1102,barnaby-rudge
Grip,Barnaby,1102,barnaby-rudge
Hurrah,Polly,1107,barnaby-rudge
Hurrah,Polly,1107,barnaby-rudge
Hurrah,Bow,1107,barnaby-rudge
Hurrah,Polly,1107,barnaby-rudge
Polly,Hurrah,1107,barnaby-rudge
Polly,Hurrah,1107,barnaby-rudge
Polly,Bow,1107,barnaby-rudge
